timestamp,accX,accY,accZ
1460931659,1.01,-0.23,0.12
1460933582,1.01,-0.23,0.12
1460935583,1.01,-0.23,0.12
1460937584,1.01,-0.23,0.12
1460939586,1.01,-0.23,0.12
1460941581,1.05,-0.24,0.00
1460943583,1.05,-0.24,0.00
1460945582,1.05,-0.24,0.00
1460947622,1.05,-0.24,0.00
1460949591,1.05,-0.24,0.00
1460951584,1.07,-0.20,-0.01
1460953696,1.07,-0.20,-0.01
1460955583,1.07,-0.20,-0.01
1460957584,1.07,-0.20,-0.01
1460959585,1.07,-0.20,-0.01
1460961584,1.05,-0.23,0.10
1460963582,1.05,-0.23,0.10
1460965590,1.05,-0.23,0.10
1460967583,1.05,-0.23,0.10
1460969583,1.05,-0.23,0.10
1460971690,1.01,-0.16,0.02
1460973646,1.01,-0.16,0.02
1460975617,1.01,-0.16,0.02
1460977718,1.01,-0.16,0.02
1460979616,1.01,-0.16,0.02
1460981621,0.98,-0.16,0.09
1460983614,0.98,-0.16,0.09
1460985617,0.98,-0.16,0.09
1460987583,0.98,-0.16,0.09
1460989579,0.98,-0.16,0.09
1460991586,0.97,-0.16,-0.01
1460993583,0.97,-0.16,-0.01
1460995588,0.97,-0.16,-0.01
1460997584,0.97,-0.16,-0.01
1460999586,0.97,-0.16,-0.01
1461001585,0.98,-0.22,0.01
1461003682,0.98,-0.22,0.01
1461005585,0.98,-0.22,0.01
1461007582,0.98,-0.22,0.01
1461009583,0.98,-0.22,0.01
1461011620,1.03,-0.23,0.03
1461013621,1.03,-0.23,0.03
1461015616,1.03,-0.23,0.03
1461017615,1.03,-0.23,0.03
1461019615,1.03,-0.23,0.03
1461021619,1.00,-0.20,0.00
1461023610,1.00,-0.20,0.00
1461025586,1.00,-0.20,0.00
1461027710,1.00,-0.20,0.00
1461029592,1.00,-0.20,0.00
1461031584,0.96,-0.18,0.01
1461033583,0.96,-0.18,0.01
1461035586,0.96,-0.18,0.01
1461037582,0.96,-0.18,0.01
1461039586,0.96,-0.18,0.01
1461041583,0.91,-0.14,0.14
1461043583,0.91,-0.14,0.14
1461045585,0.91,-0.14,0.14
1461047584,0.91,-0.14,0.14
1461049647,0.91,-0.14,0.14
1461051669,0.94,-0.20,0.09
1461053745,0.94,-0.20,0.09
1461055619,0.94,-0.20,0.09
1461057620,0.94,-0.20,0.09
