timestamp,accX,accY,accZ
1363608665,1.00,-0.09,0.03
1363610587,1.00,-0.09,0.03
1363612585,1.00,-0.09,0.03
1363614581,1.00,-0.09,0.03
1363616581,1.00,-0.09,0.03
1363618584,0.96,-0.09,-0.02
1363620596,0.96,-0.09,-0.02
1363622586,0.96,-0.09,-0.02
1363624583,0.96,-0.09,-0.02
1363626590,0.96,-0.09,-0.02
1363628696,0.98,-0.05,0.06
1363630584,0.98,-0.05,0.06
1363632586,0.98,-0.05,0.06
1363634581,0.98,-0.05,0.06
1363636581,0.98,-0.05,0.06
1363638582,1.05,-0.03,0.00
1363640581,1.05,-0.03,0.00
1363642588,1.05,-0.03,0.00
1363644583,1.05,-0.03,0.00
1363646583,1.05,-0.03,0.00
1363648645,1.08,-0.06,-0.07
1363650633,1.08,-0.06,-0.07
1363652715,1.08,-0.06,-0.07
1363654621,1.08,-0.06,-0.07
1363656617,1.08,-0.06,-0.07
1363658617,1.03,-0.05,0.02
1363660613,1.03,-0.05,0.02
1363662607,1.03,-0.05,0.02
1363664599,1.03,-0.05,0.02
1363666629,1.03,-0.05,0.02
1363668582,0.96,-0.05,0.01
1363670586,0.96,-0.05,0.01
1363672585,0.96,-0.05,0.01
1363674588,0.96,-0.05,0.01
1363676586,0.96,-0.05,0.01
1363678681,0.99,-0.05,0.13
1363680584,0.99,-0.05,0.13
1363682583,0.99,-0.05,0.13
1363684584,0.99,-0.05,0.13
1363686580,0.99,-0.05,0.13
1363688629,0.99,-0.05,0.13
1363690617,1.09,-0.01,0.01
1363692612,1.09,-0.01,0.01
1363694618,1.09,-0.01,0.01
1363696619,1.09,-0.01,0.01
1363698668,1.09,-0.01,0.01
1363700660,1.06,-0.06,-0.02
1363702719,1.06,-0.06,-0.02
1363704610,1.06,-0.06,-0.02
1363706585,1.06,-0.06,-0.02
1363708586,1.06,-0.06,-0.02
1363710583,1.02,-0.11,-0.04
1363712582,1.02,-0.11,-0.04
1363714585,1.02,-0.11,-0.04
1363716585,1.02,-0.11,-0.04
1363718588,1.02,-0.11,-0.04
1363720594,1.02,-0.05,-0.05
1363722585,1.02,-0.05,-0.05
1363724582,1.02,-0.05,-0.05
1363726582,1.02,-0.05,-0.05
1363728721,1.02,-0.05,-0.05
1363730621,1.04,-0.07,0.13
1363732615,1.04,-0.07,0.13
1363734620,1.04,-0.07,0.13
1363736624,1.04,-0.07,0.13
