timestamp,accX,accY,accZ
1270045655,1.06,-0.11,-0.12
1270047583,1.06,-0.11,-0.12
1270049583,1.06,-0.11,-0.12
1270051583,1.06,-0.11,-0.12
1270053691,1.06,-0.11,-0.12
1270055589,1.05,-0.16,-0.04
1270057585,1.05,-0.16,-0.04
1270059584,1.05,-0.16,-0.04
1270061584,1.05,-0.16,-0.04
1270063584,1.05,-0.16,-0.04
1270065585,1.04,-0.14,-0.02
1270067584,1.04,-0.14,-0.02
1270069596,1.04,-0.14,-0.02
1270071628,1.04,-0.14,-0.02
1270073588,1.04,-0.14,-0.02
1270075584,1.00,-0.09,-0.05
1270077681,1.00,-0.09,-0.05
1270079588,1.00,-0.09,-0.05
1270081585,1.00,-0.09,-0.05
1270083583,1.00,-0.09,-0.05
1270085711,0.98,-0.09,-0.02
1270087644,0.98,-0.09,-0.02
1270089617,0.98,-0.09,-0.02
1270091618,0.98,-0.09,-0.02
1270093616,0.98,-0.09,-0.02
1270095624,1.00,-0.14,-0.05
1270097621,1.00,-0.14,-0.05
1270099622,1.00,-0.14,-0.05
1270101589,1.00,-0.14,-0.05
1270103707,1.00,-0.14,-0.05
1270105585,1.02,-0.14,-0.07
1270107585,1.02,-0.14,-0.07
1270109585,1.02,-0.14,-0.07
1270111589,1.02,-0.14,-0.07
1270113590,1.02,-0.14,-0.07
1270115587,1.05,-0.14,-0.06
1270117594,1.05,-0.14,-0.06
1270119591,1.05,-0.14,-0.06
1270121596,1.05,-0.14,-0.06
1270123583,1.05,-0.14,-0.06
1270125621,1.03,-0.14,-0.03
1270127701,1.03,-0.14,-0.03
1270129618,1.03,-0.14,-0.03
1270131613,1.03,-0.14,-0.03
1270133619,1.03,-0.14,-0.03
1270135618,1.04,-0.12,-0.07
1270137610,1.04,-0.12,-0.07
1270139586,1.04,-0.12,-0.07
1270141584,1.04,-0.12,-0.07
1270143582,1.04,-0.12,-0.07
1270145671,0.99,-0.14,-0.05
1270147648,0.99,-0.14,-0.05
1270149582,0.99,-0.14,-0.05
1270151584,0.99,-0.14,-0.05
1270153696,0.99,-0.14,-0.05
1270155587,0.96,-0.14,-0.09
1270157584,0.96,-0.14,-0.09
1270159584,0.96,-0.14,-0.09
1270161584,0.96,-0.14,-0.09
1270163584,0.96,-0.14,-0.09
1270165638,0.96,-0.17,-0.08
1270167621,0.96,-0.17,-0.08
1270169623,0.96,-0.17,-0.08
1270171621,0.96,-0.17,-0.08
1270173671,0.96,-0.17,-0.08
1270175620,0.96,-0.17,-0.08
1270177711,0.97,-0.17,-0.08
1270179615,0.97,-0.17,-0.08
1270181586,0.97,-0.17,-0.08
1270183586,0.97,-0.17,-0.08
1270185584,0.97,-0.17,-0.08
1270187584,0.98,-0.14,-0.12
1270189586,0.98,-0.14,-0.12
1270191583,0.98,-0.14,-0.12
1270193584,0.98,-0.14,-0.12
1270195584,0.98,-0.14,-0.12
1270197593,0.96,-0.12,-0.05
1270199590,0.96,-0.12,-0.05
1270201711,0.96,-0.12,-0.05
1270203735,0.96,-0.12,-0.05
1270205631,0.96,-0.12,-0.05
1270207617,0.97,-0.14,-0.08
1270209619,0.97,-0.14,-0.08
1270211616,0.97,-0.14,-0.08
1270213620,0.97,-0.14,-0.08
1270215618,0.97,-0.14,-0.08
1270217612,0.98,-0.14,-0.04
1270219591,0.98,-0.14,-0.04
1270221598,0.98,-0.14,-0.04
1270223584,0.98,-0.14,-0.04
1270225584,0.98,-0.14,-0.04
1270227683,0.97,-0.12,-0.05
1270229594,0.97,-0.12,-0.05
1270231583,0.97,-0.12,-0.05
1270233584,0.97,-0.12,-0.05
1270235584,0.97,-0.12,-0.05
1270237584,0.99,-0.12,-0.07
1270239581,0.99,-0.12,-0.07
1270241588,0.99,-0.12,-0.07
1270243584,0.99,-0.12,-0.07
1270245624,0.99,-0.12,-0.07
1270247662,0.99,-0.15,-0.04
1270249624,0.99,-0.15,-0.04
1270251667,0.99,-0.15,-0.04
1270253773,0.99,-0.15,-0.04
1270255620,0.99,-0.15,-0.04
1270257622,1.03,-0.12,-0.11
1270259619,1.03,-0.12,-0.11
1270261620,1.03,-0.12,-0.11
1270263593,1.03,-0.12,-0.11
1270265584,1.03,-0.12,-0.11
1270267587,1.00,-0.12,-0.07
1270269582,1.00,-0.12,-0.07
1270271590,1.00,-0.12,-0.07
1270273585,1.00,-0.12,-0.07
1270275634,1.00,-0.12,-0.07
1270277694,1.00,-0.13,-0.08
1270279595,1.00,-0.13,-0.08
1270281584,1.00,-0.13,-0.08
1270283583,1.00,-0.13,-0.08
1270285627,1.00,-0.13,-0.08
1270287618,1.05,-0.14,-0.07
1270289619,1.05,-0.14,-0.07
1270291625,1.05,-0.14,-0.07
1270293621,1.05,-0.14,-0.07
1270295625,1.05,-0.14,-0.07
1270297617,0.98,-0.14,-0.04
1270299593,0.98,-0.14,-0.04
1270301673,0.98,-0.14,-0.04
1270303745,0.98,-0.14,-0.04
1270305589,0.98,-0.14,-0.04
1270307586,0.97,-0.14,-0.09
1270309585,0.97,-0.14,-0.09
1270311584,0.97,-0.14,-0.09
1270313581,0.97,-0.14,-0.09
1270315582,0.97,-0.14,-0.09
1270317580,0.99,-0.16,-0.09
1270319584,0.99,-0.16,-0.09
1270321599,0.99,-0.16,-0.09
1270323586,0.99,-0.16,-0.09
1270325635,0.99,-0.16,-0.09
1270327702,0.97,-0.11,-0.15
1270329628,0.97,-0.11,-0.15
1270331616,0.97,-0.11,-0.15
1270333617,0.97,-0.11,-0.15
1270335623,0.97,-0.11,-0.15
1270337611,1.01,-0.12,-0.10
1270339582,1.01,-0.12,-0.10
1270341584,1.01,-0.12,-0.10
1270343589,1.01,-0.12,-0.10
1270345587,1.01,-0.12,-0.10
1270347620,0.97,-0.12,-0.09
1270349588,0.97,-0.12,-0.09
1270351588,0.97,-0.12,-0.09
1270353690,0.97,-0.12,-0.09
1270355587,0.97,-0.12,-0.09
1270357583,0.95,-0.09,-0.06
1270359591,0.95,-0.09,-0.06
1270361755,0.95,-0.09,-0.06
1270363625,0.95,-0.09,-0.06
1270365637,0.95,-0.09,-0.06
1270367627,0.94,-0.12,0.04
1270369624,0.94,-0.12,0.04
1270371616,0.94,-0.12,0.04
1270373617,0.94,-0.12,0.04
1270375620,0.94,-0.12,0.04
1270377723,1.00,-0.11,-0.04
