timestamp,accX,accY,accZ
1176617659,0.93,-0.07,0.08
1176619585,0.93,-0.07,0.08
1176621597,0.95,-0.10,0.09
1176623589,0.95,-0.10,0.09
1176625585,0.95,-0.10,0.09
1176627701,0.95,-0.10,0.09
1176629591,0.95,-0.10,0.09
1176631587,0.91,-0.11,0.11
1176633588,0.91,-0.11,0.11
1176635586,0.91,-0.11,0.11
1176637587,0.91,-0.11,0.11
1176639589,0.91,-0.11,0.11
1176641584,0.93,-0.12,0.05
1176643584,0.93,-0.12,0.05
1176645582,0.93,-0.12,0.05
1176647587,0.93,-0.12,0.05
1176649584,0.93,-0.12,0.05
1176651586,0.98,-0.18,0.05
1176653653,0.98,-0.18,0.05
1176655582,0.98,-0.18,0.05
1176657650,0.98,-0.18,0.05
1176659631,0.98,-0.18,0.05
1176661615,0.94,-0.12,0.09
1176663615,0.94,-0.12,0.09
1176665613,0.94,-0.12,0.09
1176667615,0.94,-0.12,0.09
1176669614,0.94,-0.12,0.09
1176671611,1.01,-0.10,0.08
1176673590,1.01,-0.10,0.08
1176675590,1.01,-0.10,0.08
1176677719,1.01,-0.10,0.08
1176679635,1.01,-0.10,0.08
1176681587,0.97,-0.06,0.09
1176683586,0.97,-0.06,0.09
1176685583,0.97,-0.06,0.09
1176687584,0.97,-0.06,0.09
1176689584,0.97,-0.06,0.09
1176691596,0.95,-0.06,0.08
1176693588,0.95,-0.06,0.08
1176695586,0.95,-0.06,0.08
1176697622,0.95,-0.06,0.08
1176699615,0.95,-0.06,0.08
1176701618,0.99,-0.11,0.09
1176703722,0.99,-0.11,0.09
1176705612,0.99,-0.11,0.09
1176707614,0.99,-0.11,0.09
1176709607,0.99,-0.11,0.09
1176711584,0.96,-0.09,0.07
1176713587,0.96,-0.09,0.07
1176715584,0.96,-0.09,0.07
1176717673,0.96,-0.09,0.07
1176719632,0.96,-0.09,0.07
1176721622,1.00,-0.16,0.08
1176723585,1.00,-0.16,0.08
1176725587,1.00,-0.16,0.08
1176727703,1.00,-0.16,0.08
1176729592,1.00,-0.16,0.08
1176731588,0.97,-0.11,0.06
1176733584,0.97,-0.11,0.06
1176735589,0.97,-0.11,0.06
1176737628,0.97,-0.11,0.06
1176739617,0.97,-0.11,0.06
1176741618,1.00,-0.13,0.09
1176743616,1.00,-0.13,0.09
1176745622,1.00,-0.13,0.09
1176747619,1.00,-0.13,0.09
1176749607,1.00,-0.13,0.09
1176751583,0.99,-0.11,0.09
1176753678,0.99,-0.11,0.09
1176755584,0.99,-0.11,0.09
1176757582,0.99,-0.11,0.09
1176759583,0.99,-0.11,0.09
1176761583,0.98,-0.09,0.09
1176763587,0.98,-0.09,0.09
1176765589,0.98,-0.09,0.09
1176767587,0.98,-0.09,0.09
1176769585,0.98,-0.09,0.09
1176771590,1.02,-0.08,0.09
1176773583,1.02,-0.08,0.09
1176775591,1.02,-0.08,0.09
1176777819,1.02,-0.08,0.09
1176779655,1.02,-0.08,0.09
1176781657,0.96,-0.05,0.07
1176783622,0.96,-0.05,0.07
1176785616,0.96,-0.05,0.07
1176787613,0.96,-0.05,0.07
1176789615,0.96,-0.05,0.07
1176791619,1.00,-0.12,0.09
1176793620,1.00,-0.12,0.09
1176795615,1.00,-0.12,0.09
1176797587,1.00,-0.12,0.09
1176799584,1.00,-0.12,0.09
1176801584,0.96,-0.11,0.06
1176803700,0.96,-0.11,0.06
1176805584,0.96,-0.11,0.06
1176807585,0.96,-0.11,0.06
1176809586,0.96,-0.11,0.06
1176811582,0.96,-0.11,0.06
1176813587,1.00,-0.11,0.05
1176815585,1.00,-0.11,0.05
1176817589,1.00,-0.11,0.05
1176819623,1.00,-0.11,0.05
1176821653,1.00,-0.11,0.05
1176823621,0.98,-0.07,0.07
1176825617,0.98,-0.07,0.07
1176827721,0.98,-0.07,0.07
1176829647,0.98,-0.07,0.07
1176831619,0.98,-0.07,0.07
1176833619,0.95,-0.07,0.11
1176835613,0.95,-0.07,0.11
1176837587,0.95,-0.07,0.11
1176839583,0.95,-0.07,0.11
1176841586,0.95,-0.07,0.11
1176843589,0.98,-0.10,0.14
1176845590,0.98,-0.10,0.14
1176847586,0.98,-0.10,0.14
1176849588,0.98,-0.10,0.14
1176851584,0.98,-0.10,0.14
1176853691,0.97,-0.07,0.09
1176855590,0.97,-0.07,0.09
1176857591,0.97,-0.07,0.09
1176859622,0.97,-0.07,0.09
1176861619,0.97,-0.07,0.09
1176863617,1.02,-0.10,0.06
1176865620,1.02,-0.10,0.06
1176867619,1.02,-0.10,0.06
1176869614,1.02,-0.10,0.06
1176871604,1.02,-0.10,0.06
1176873585,0.90,-0.17,0.22
1176875586,0.90,-0.17,0.22
1176877823,0.90,-0.17,0.22
1176879625,0.90,-0.17,0.22
1176881589,0.90,-0.17,0.22
1176883599,1.03,-0.09,-0.10
1176885622,1.03,-0.09,-0.10
1176887582,1.03,-0.09,-0.10
1176889588,1.03,-0.09,-0.10
1176891595,1.03,-0.09,-0.10
1176893582,0.97,0.05,0.07
1176895590,0.97,0.05,0.07
1176897589,0.97,0.05,0.07
1176899633,0.97,0.05,0.07
1176901615,0.97,0.05,0.07
1176903736,0.96,-0.12,0.17
1176905614,0.96,-0.12,0.17
1176907617,0.96,-0.12,0.17
1176909621,0.96,-0.12,0.17
1176911611,0.96,-0.12,0.17
1176913586,0.90,-0.07,0.11
1176915586,0.90,-0.07,0.11
1176917589,0.90,-0.07,0.11
1176919596,0.90,-0.07,0.11
1176921626,0.90,-0.07,0.11
1176923585,0.97,-0.19,0.16
