timestamp,accX,accY,accZ
1396345658,0.91,-0.25,0.06
1396347586,0.91,-0.25,0.06
1396349583,0.94,-0.27,0.02
1396351583,0.94,-0.27,0.02
1396353691,0.94,-0.27,0.02
1396355608,0.94,-0.27,0.02
1396357591,0.94,-0.27,0.02
1396359583,0.91,-0.27,-0.04
1396361585,0.91,-0.27,-0.04
1396363584,0.91,-0.27,-0.04
1396365584,0.91,-0.27,-0.04
1396367583,0.91,-0.27,-0.04
1396369584,0.85,-0.33,0.08
1396371586,0.85,-0.33,0.08
1396373584,0.85,-0.33,0.08
1396375597,0.85,-0.33,0.08
1396377677,0.85,-0.33,0.08
1396379593,0.91,-0.26,0.00
1396381585,0.91,-0.26,0.00
1396383589,0.91,-0.26,0.00
1396385677,0.91,-0.26,0.00
1396387634,0.91,-0.26,0.00
1396389614,0.92,-0.24,0.09
1396391619,0.92,-0.24,0.09
1396393617,0.92,-0.24,0.09
1396395617,0.92,-0.24,0.09
1396397615,0.92,-0.24,0.09
1396399610,0.93,-0.22,-0.11
1396401593,0.93,-0.22,-0.11
1396403705,0.93,-0.22,-0.11
1396405583,0.93,-0.22,-0.11
1396407581,0.93,-0.22,-0.11
1396409584,0.96,-0.27,0.04
1396411581,0.96,-0.27,0.04
1396413582,0.96,-0.27,0.04
1396415582,0.96,-0.27,0.04
1396417584,0.96,-0.27,0.04
1396419589,0.98,-0.25,-0.03
1396421593,0.98,-0.25,-0.03
1396423591,0.98,-0.25,-0.03
1396425620,0.98,-0.25,-0.03
1396427702,0.98,-0.25,-0.03
1396429615,0.97,-0.25,0.02
1396431615,0.97,-0.25,0.02
1396433641,0.97,-0.25,0.02
1396435667,0.97,-0.25,0.02
1396437618,0.97,-0.25,0.02
1396439607,0.91,-0.24,0.06
1396441673,0.91,-0.24,0.06
1396443629,0.91,-0.24,0.06
1396445587,0.91,-0.24,0.06
1396447585,0.91,-0.24,0.06
1396449585,0.94,-0.24,0.03
1396451584,0.94,-0.24,0.03
1396453695,0.94,-0.24,0.03
1396455611,0.94,-0.24,0.03
1396457587,0.94,-0.24,0.03
1396459581,0.93,-0.22,0.03
1396461590,0.93,-0.22,0.03
1396463581,0.93,-0.22,0.03
1396465635,0.93,-0.22,0.03
1396467615,0.93,-0.22,0.03
1396469618,0.98,-0.24,-0.01
1396471614,0.98,-0.24,-0.01
1396473616,0.98,-0.24,-0.01
1396475616,0.98,-0.24,-0.01
1396477710,0.98,-0.24,-0.01
1396479594,1.01,-0.28,-0.03
