timestamp,accX,accY,accZ
1090029411,0.90,-0.35,0.07
1090031336,0.89,-0.30,0.04
1090033334,0.89,-0.30,0.04
1090035339,0.89,-0.30,0.04
1090037334,0.89,-0.30,0.04
1090039337,0.89,-0.30,0.04
1090041332,0.91,-0.34,0.02
1090043442,0.91,-0.34,0.02
1090045334,0.91,-0.34,0.02
1090047336,0.91,-0.34,0.02
1090049335,0.91,-0.34,0.02
1090051336,0.88,-0.34,0.04
1090053334,0.88,-0.34,0.04
1090055336,0.88,-0.34,0.04
1090057334,0.88,-0.34,0.04
1090059339,0.88,-0.34,0.04
1090061346,0.87,-0.25,0.06
1090063337,0.87,-0.25,0.06
1090065334,0.87,-0.25,0.06
1090067412,0.87,-0.25,0.06
1090069403,0.87,-0.25,0.06
1090071400,0.94,-0.33,-0.03
1090073370,0.94,-0.33,-0.03
1090075370,0.94,-0.33,-0.03
1090077370,0.94,-0.33,-0.03
1090079370,0.94,-0.33,-0.03
1090081368,0.90,-0.29,0.12
1090083362,0.90,-0.29,0.12
1090085348,0.90,-0.29,0.12
1090087335,0.90,-0.29,0.12
1090089335,0.90,-0.29,0.12
1090091334,0.93,-0.31,0.05
1090093454,0.93,-0.31,0.05
1090095368,0.93,-0.31,0.05
1090097340,0.93,-0.31,0.05
1090099348,0.93,-0.31,0.05
1090101351,0.87,-0.48,0.16
1090103335,0.87,-0.48,0.16
1090105336,0.87,-0.48,0.16
1090107337,0.87,-0.48,0.16
1090109430,0.87,-0.48,0.16
1090111371,0.88,-0.30,0.11
1090113365,0.88,-0.30,0.11
1090115373,0.88,-0.30,0.11
1090117466,0.88,-0.30,0.11
1090119407,0.88,-0.30,0.11
1090121394,0.94,-0.28,0.20
1090123385,0.94,-0.28,0.20
1090125359,0.94,-0.28,0.20
1090127338,0.94,-0.28,0.20
1090129336,0.94,-0.28,0.20
1090131334,0.89,-0.26,0.01
1090133337,0.89,-0.26,0.01
1090135335,0.89,-0.26,0.01
1090137334,0.89,-0.26,0.01
1090139335,0.89,-0.26,0.01
1090141335,0.94,-0.29,0.03
1090143443,0.94,-0.29,0.03
1090145334,0.94,-0.29,0.03
1090147332,0.94,-0.29,0.03
1090149372,0.94,-0.29,0.03
1090151371,0.93,-0.31,0.11
1090153374,0.93,-0.31,0.11
1090155370,0.93,-0.31,0.11
1090157369,0.93,-0.31,0.11
1090159372,0.93,-0.31,0.11
1090161361,0.68,0.26,-0.19
1090163335,0.68,0.26,-0.19
1090165337,0.68,0.26,-0.19
1090167436,0.68,0.26,-0.19
1090169346,0.68,0.26,-0.19
1090171336,1.10,-0.61,-0.02
1090173340,1.10,-0.61,-0.02
1090175338,1.10,-0.61,-0.02
1090177486,1.10,-0.61,-0.02
1090179373,1.10,-0.61,-0.02
1090181335,0.97,-0.28,-0.08
1090183340,0.97,-0.28,-0.08
1090185347,0.97,-0.28,-0.08
1090187337,0.97,-0.28,-0.08
1090189380,0.97,-0.28,-0.08
1090191381,0.97,-0.32,0.34
1090193486,0.97,-0.32,0.34
1090195404,0.97,-0.32,0.34
