timestamp,accX,accY,accZ
663087221,0.98,-0.01,0.09
663089174,0.98,-0.01,0.09
663091167,0.98,0.02,0.11
663093163,0.98,0.02,0.11
663095174,0.98,0.02,0.11
663097267,0.98,0.02,0.11
663099164,0.98,0.02,0.11
663101161,1.06,0.11,0.05
663103169,1.06,0.11,0.05
663105163,1.06,0.11,0.05
663107170,1.06,0.11,0.05
663109161,1.06,0.11,0.05
663111163,1.01,0.10,0.02
663113208,1.01,0.10,0.02
663115219,1.01,0.10,0.02
663117160,1.01,0.10,0.02
663119169,1.01,0.10,0.02
663121277,0.98,-0.00,-0.00
663123164,0.98,-0.00,-0.00
663125166,0.98,-0.00,-0.00
663127255,0.98,-0.00,-0.00
663129199,0.98,-0.00,-0.00
663131177,0.93,-0.08,0.09
663133177,0.93,-0.08,0.09
663135174,0.93,-0.08,0.09
663137175,0.93,-0.08,0.09
663139176,0.93,-0.08,0.09
663141164,0.88,0.02,0.04
663143146,0.88,0.02,0.04
663145152,0.88,0.02,0.04
663147258,0.88,0.02,0.04
663149146,0.88,0.02,0.04
663151148,0.99,0.00,0.04
663153150,0.99,0.00,0.04
663155148,0.99,0.00,0.04
663157148,0.99,0.00,0.04
663159151,0.99,0.00,0.04
663161151,0.98,0.04,0.01
663163151,0.98,0.04,0.01
663165161,0.98,0.04,0.01
663167182,0.98,0.04,0.01
663169181,0.98,0.04,0.01
663171262,1.02,-0.01,0.07
663173181,1.02,-0.01,0.07
663175175,1.02,-0.01,0.07
663177181,1.02,-0.01,0.07
663179162,1.02,-0.01,0.07
663181146,0.97,0.04,0.10
663183148,0.97,0.04,0.10
663185147,0.97,0.04,0.10
663187152,0.97,0.04,0.10
663189146,0.97,0.04,0.10
663191146,0.90,0.12,0.08
663193148,0.90,0.12,0.08
663195148,0.90,0.12,0.08
663197242,0.90,0.12,0.08
663199149,0.90,0.12,0.08
663201146,0.93,0.08,0.04
663203160,0.93,0.08,0.04
663205147,0.93,0.08,0.04
663207181,0.93,0.08,0.04
663209177,0.93,0.08,0.04
663211174,0.95,0.01,0.12
663213211,0.95,0.01,0.12
663215180,0.95,0.01,0.12
663217236,0.95,0.01,0.12
663219191,0.95,0.01,0.12
663221280,1.04,0.02,-0.09
663223213,1.04,0.02,-0.09
663225170,1.04,0.02,-0.09
663227153,1.04,0.02,-0.09
663229149,1.04,0.02,-0.09
663231145,0.93,0.02,0.04
663233149,0.93,0.02,0.04
663235146,0.93,0.02,0.04
663237152,0.93,0.02,0.04
663239146,0.93,0.02,0.04
663241148,0.97,-0.01,0.13
663243147,0.97,-0.01,0.13
663245145,0.97,-0.01,0.13
663247293,0.97,-0.01,0.13
663249184,0.97,-0.01,0.13
663251182,0.96,0.07,0.06
663253175,0.96,0.07,0.06
663255181,0.96,0.07,0.06
663257180,0.96,0.07,0.06
663259241,0.96,0.07,0.06
663261151,0.99,0.10,0.12
663263151,0.99,0.10,0.12
663265161,0.99,0.10,0.12
663267145,0.99,0.10,0.12
663269148,0.99,0.10,0.12
663271249,1.01,0.08,0.05
663273158,1.01,0.08,0.05
663275149,1.01,0.08,0.05
663277151,1.01,0.08,0.05
663279148,1.01,0.08,0.05
663281153,1.00,0.04,0.05
663283147,1.00,0.04,0.05
663285145,1.00,0.04,0.05
663287185,1.00,0.04,0.05
663289174,1.00,0.04,0.05
663291179,1.02,-0.02,0.12
663293183,1.02,-0.02,0.12
663295183,1.02,-0.02,0.12
663297277,1.02,-0.02,0.12
663299156,1.02,-0.02,0.12
663301154,1.02,-0.02,0.12
663303161,1.00,0.04,0.02
663305148,1.00,0.04,0.02
663307150,1.00,0.04,0.02
663309145,1.00,0.04,0.02
663311149,1.00,0.04,0.02
663313182,0.98,0.02,0.09
663315148,0.98,0.02,0.09
663317177,0.98,0.02,0.09
663319215,0.98,0.02,0.09
663321282,0.98,0.02,0.09
663323193,0.97,0.14,0.04
663325146,0.97,0.14,0.04
663327190,0.97,0.14,0.04
663329177,0.97,0.14,0.04
663331174,0.97,0.14,0.04
663333179,1.04,0.10,0.07
663335182,1.04,0.10,0.07
663337176,1.04,0.10,0.07
663339170,1.04,0.10,0.07
663341150,1.04,0.10,0.07
663343151,1.02,0.06,0.02
663345158,1.02,0.06,0.02
663347269,1.02,0.06,0.02
663349148,1.02,0.06,0.02
663351147,1.02,0.06,0.02
663353146,1.04,0.07,0.06
663355145,1.04,0.07,0.06
663357149,1.04,0.07,0.06
663359147,1.04,0.07,0.06
663361146,1.04,0.07,0.06
663363148,1.04,0.07,0.09
663365159,1.04,0.07,0.09
663367180,1.04,0.07,0.09
663369179,1.04,0.07,0.09
663371260,1.04,0.07,0.09
663373182,0.99,0.11,-0.01
663375174,0.99,0.11,-0.01
663377180,0.99,0.11,-0.01
663379167,0.99,0.11,-0.01
663381146,0.99,0.11,-0.01
663383149,0.99,0.07,0.09
663385149,0.99,0.07,0.09
663387146,0.99,0.07,0.09
663389149,0.99,0.07,0.09
663391218,0.99,0.07,0.09
663393207,1.00,0.05,0.05
663395162,1.00,0.05,0.05
663397264,1.00,0.05,0.05
663399146,1.00,0.05,0.05
663401149,1.00,0.05,0.05
663403162,1.03,0.04,-0.02
663405147,1.03,0.04,-0.02
663407192,1.03,0.04,-0.02
663409180,1.03,0.04,-0.02
663411183,1.03,0.04,-0.02
663413216,0.94,0.06,0.12
663415181,0.94,0.06,0.12
663417181,0.94,0.06,0.12
663419169,0.94,0.06,0.12
