timestamp,accX,accY,accZ
1164300402,0.77,-0.23,0.28
1164302335,0.77,-0.23,0.28
1164304333,0.71,-0.24,0.30
1164306335,0.71,-0.24,0.30
1164308335,0.71,-0.24,0.30
1164310332,0.71,-0.24,0.30
1164312335,0.71,-0.24,0.30
1164314336,0.71,-0.23,0.26
1164316333,0.71,-0.23,0.26
1164318434,0.71,-0.23,0.26
1164320335,0.71,-0.23,0.26
1164322332,0.71,-0.23,0.26
1164324335,0.80,-0.28,0.26
1164326332,0.80,-0.28,0.26
1164328333,0.80,-0.28,0.26
1164330336,0.80,-0.28,0.26
1164332334,0.80,-0.28,0.26
1164334335,0.81,-0.24,0.24
1164336335,0.81,-0.24,0.24
1164338335,0.81,-0.24,0.24
1164340394,0.81,-0.24,0.24
1164342472,0.81,-0.24,0.24
1164344373,0.84,-0.25,0.21
1164346368,0.84,-0.25,0.21
1164348370,0.84,-0.25,0.21
1164350413,0.84,-0.25,0.21
1164352375,0.84,-0.25,0.21
1164354370,0.77,-0.33,0.35
1164356367,0.77,-0.33,0.35
1164358333,0.77,-0.33,0.35
1164360338,0.77,-0.33,0.35
1164362336,0.77,-0.33,0.35
1164364336,0.81,-0.20,0.19
1164366334,0.81,-0.20,0.19
1164368440,0.81,-0.20,0.19
1164370337,0.81,-0.20,0.19
1164372335,0.81,-0.20,0.19
1164374335,0.88,-0.29,0.36
1164376336,0.88,-0.29,0.36
1164378340,0.88,-0.29,0.36
1164380410,0.88,-0.29,0.36
1164382370,0.88,-0.29,0.36
1164384369,0.93,-0.25,0.44
1164386371,0.93,-0.25,0.44
1164388368,0.93,-0.25,0.44
1164390372,0.93,-0.25,0.44
1164392459,0.93,-0.25,0.44
1164394347,0.96,-0.24,0.15
1164396342,0.96,-0.24,0.15
1164398340,0.96,-0.24,0.15
1164400351,0.96,-0.24,0.15
1164402335,0.96,-0.24,0.15
1164404339,0.99,-0.27,0.37
1164406336,0.99,-0.27,0.37
1164408342,0.99,-0.27,0.37
1164410336,0.99,-0.27,0.37
1164412335,0.99,-0.27,0.37
1164414342,1.02,-0.30,0.16
1164416335,1.02,-0.30,0.16
1164418417,1.02,-0.30,0.16
