timestamp,accX,accY,accZ
1056832408,0.81,-0.60,-0.05
1056834337,0.81,-0.60,-0.05
1056836342,0.81,-0.60,-0.05
1056838341,0.78,-0.50,0.00
1056840335,0.78,-0.50,0.00
1056842447,0.78,-0.50,0.00
1056844344,0.78,-0.50,0.00
1056846350,0.78,-0.50,0.00
1056848339,0.29,0.03,-0.12
1056850337,0.29,0.03,-0.12
1056852338,0.29,0.03,-0.12
1056854336,0.29,0.03,-0.12
1056856336,0.29,0.03,-0.12
1056858336,0.29,0.03,-0.12
1056860335,1.16,0.00,0.14
1056862336,1.16,0.00,0.14
1056864336,1.16,0.00,0.14
1056866337,1.16,0.00,0.14
1056868407,1.16,0.00,0.14
1056870337,1.03,-0.22,-0.17
1056872402,1.03,-0.22,-0.17
1056874379,1.03,-0.22,-0.17
1056876368,1.03,-0.22,-0.17
1056878371,1.03,-0.22,-0.17
1056880370,0.97,-0.21,-0.12
1056882372,0.97,-0.21,-0.12
1056884370,0.97,-0.21,-0.12
1056886362,0.97,-0.21,-0.12
1056888339,0.97,-0.21,-0.12
1056890335,0.97,-0.22,-0.09
1056892450,0.97,-0.22,-0.09
1056894343,0.97,-0.22,-0.09
1056896338,0.97,-0.22,-0.09
1056898346,0.97,-0.22,-0.09
1056900342,0.98,-0.21,-0.15
1056902341,0.98,-0.21,-0.15
1056904339,0.98,-0.21,-0.15
1056906335,0.98,-0.21,-0.15
1056908339,0.98,-0.21,-0.15
1056910337,0.93,-0.22,-0.08
1056912373,0.93,-0.22,-0.08
1056914370,0.93,-0.22,-0.08
1056916373,0.93,-0.22,-0.08
1056918467,0.93,-0.22,-0.08
1056920374,0.98,-0.21,-0.13
1056922368,0.98,-0.21,-0.13
1056924366,0.98,-0.21,-0.13
1056926367,0.98,-0.21,-0.13
1056928335,0.98,-0.21,-0.13
1056930403,0.94,-0.23,-0.17
1056932352,0.94,-0.23,-0.17
1056934335,0.94,-0.23,-0.17
1056936334,0.94,-0.23,-0.17
1056938335,0.94,-0.23,-0.17
1056940335,1.00,-0.24,-0.11
1056942447,1.00,-0.24,-0.11
1056944346,1.00,-0.24,-0.11
1056946342,1.00,-0.24,-0.11
1056948335,1.00,-0.24,-0.11
1056950334,0.94,-0.22,-0.10
1056952384,0.94,-0.22,-0.10
1056954371,0.94,-0.22,-0.10
1056956369,0.94,-0.22,-0.10
1056958370,0.94,-0.22,-0.10
1056960398,0.99,-0.23,-0.14
1056962408,0.99,-0.23,-0.14
1056964403,0.99,-0.23,-0.14
1056966373,0.99,-0.23,-0.14
1056968482,0.99,-0.23,-0.14
1056970342,0.97,-0.22,-0.12
1056972335,0.97,-0.22,-0.12
1056974339,0.97,-0.22,-0.12
1056976336,0.97,-0.22,-0.12
1056978337,0.97,-0.22,-0.12
1056980334,0.97,-0.23,-0.12
1056982335,0.97,-0.23,-0.12
1056984336,0.97,-0.23,-0.12
1056986348,0.97,-0.23,-0.12
1056988337,0.97,-0.23,-0.12
1056990335,0.98,-0.20,-0.14
1056992452,0.98,-0.20,-0.14
1056994374,0.98,-0.20,-0.14
1056996371,0.98,-0.20,-0.14
1056998377,0.98,-0.20,-0.14
1057000369,0.95,-0.23,-0.09
1057002369,0.95,-0.23,-0.09
1057004364,0.95,-0.23,-0.09
1057006338,0.95,-0.23,-0.09
1057008337,0.95,-0.23,-0.09
1057010339,1.02,-0.24,-0.16
1057012335,1.02,-0.24,-0.16
1057014336,1.02,-0.24,-0.16
1057016334,1.02,-0.24,-0.16
1057018433,1.02,-0.24,-0.16
1057020336,0.95,-0.22,-0.14
1057022334,0.95,-0.22,-0.14
1057024337,0.95,-0.22,-0.14
1057026367,0.95,-0.22,-0.14
1057028338,0.95,-0.22,-0.14
1057030342,1.00,-0.23,-0.11
1057032378,1.00,-0.23,-0.11
1057034416,1.00,-0.23,-0.11
1057036416,1.00,-0.23,-0.11
1057038404,1.00,-0.23,-0.11
1057040368,0.92,-0.20,-0.12
1057042468,0.92,-0.20,-0.12
1057044376,0.92,-0.20,-0.12
1057046370,0.92,-0.20,-0.12
1057048370,0.92,-0.20,-0.12
1057050348,0.97,-0.23,-0.13
1057052338,0.97,-0.23,-0.13
1057054335,0.97,-0.23,-0.13
1057056338,0.97,-0.23,-0.13
1057058336,0.97,-0.23,-0.13
1057060339,1.00,-0.23,-0.13
1057062335,1.00,-0.23,-0.13
1057064341,1.00,-0.23,-0.13
1057066336,1.00,-0.23,-0.13
1057068430,1.00,-0.23,-0.13
1057070336,0.95,-0.23,-0.10
1057072376,0.95,-0.23,-0.10
1057074368,0.95,-0.23,-0.10
1057076371,0.95,-0.23,-0.10
1057078368,0.95,-0.23,-0.10
1057080371,1.01,-0.22,-0.14
1057082368,1.01,-0.22,-0.14
1057084362,1.01,-0.22,-0.14
1057086349,1.01,-0.22,-0.14
1057088336,1.01,-0.22,-0.14
1057090335,0.92,-0.22,-0.09
1057092434,0.92,-0.22,-0.09
1057094347,0.92,-0.22,-0.09
1057096351,0.92,-0.22,-0.09
1057098348,0.92,-0.22,-0.09
1057100336,1.02,-0.22,-0.13
1057102333,1.02,-0.22,-0.13
1057104335,1.02,-0.22,-0.13
1057106335,1.02,-0.22,-0.13
1057108336,1.02,-0.22,-0.13
1057110334,0.95,-0.21,-0.13
1057112371,0.95,-0.21,-0.13
1057114369,0.95,-0.21,-0.13
1057116371,0.95,-0.21,-0.13
1057118469,0.95,-0.21,-0.13
1057120370,1.00,-0.22,-0.10
1057122409,1.00,-0.22,-0.10
1057124391,1.00,-0.22,-0.10
1057126410,1.00,-0.22,-0.10
1057128391,1.00,-0.22,-0.10
1057130337,1.00,-0.22,-0.10
1057132341,0.98,-0.24,-0.11
1057134334,0.98,-0.24,-0.11
1057136386,0.98,-0.24,-0.11
1057138334,0.98,-0.24,-0.11
1057140334,0.98,-0.24,-0.11
1057142450,0.97,-0.24,-0.11
1057144346,0.97,-0.24,-0.11
1057146338,0.97,-0.24,-0.11
1057148334,0.97,-0.24,-0.11
1057150338,0.97,-0.24,-0.11
1057152375,1.02,-0.22,-0.12
1057154372,1.02,-0.22,-0.12
1057156369,1.02,-0.22,-0.12
1057158373,1.02,-0.22,-0.12
1057160367,1.02,-0.22,-0.12
1057162369,0.94,-0.21,-0.07
1057164363,0.94,-0.21,-0.07
1057166337,0.94,-0.21,-0.07
1057168430,0.94,-0.21,-0.07
1057170339,0.94,-0.21,-0.07
1057172338,1.02,-0.21,-0.12
1057174334,1.02,-0.21,-0.12
1057176338,1.02,-0.21,-0.12
1057178335,1.02,-0.21,-0.12
1057180339,1.02,-0.21,-0.12
1057182334,0.96,-0.24,-0.09
1057184341,0.96,-0.24,-0.09
1057186349,0.96,-0.24,-0.09
1057188334,0.96,-0.24,-0.09
1057190336,0.96,-0.24,-0.09
1057192457,1.03,-0.25,-0.12
1057194374,1.03,-0.25,-0.12
1057196370,1.03,-0.25,-0.12
1057198378,1.03,-0.25,-0.12
1057200371,1.03,-0.25,-0.12
1057202372,0.99,-0.22,-0.11
1057204361,0.99,-0.22,-0.11
1057206341,0.99,-0.22,-0.11
1057208335,0.99,-0.22,-0.11
1057210335,0.99,-0.22,-0.11
1057212337,0.97,-0.21,-0.04
1057214342,0.97,-0.21,-0.04
1057216338,0.97,-0.21,-0.04
1057218430,0.97,-0.21,-0.04
1057220335,0.97,-0.21,-0.04
1057222334,1.03,-0.23,-0.10
1057224338,1.03,-0.23,-0.10
1057226335,1.03,-0.23,-0.10
1057228368,1.03,-0.23,-0.10
1057230338,1.03,-0.23,-0.10
1057232375,0.96,-0.22,-0.07
1057234370,0.96,-0.22,-0.07
1057236423,0.96,-0.22,-0.07
1057238411,0.96,-0.22,-0.07
1057240404,0.96,-0.22,-0.07
1057242468,1.05,-0.23,-0.11
1057244372,1.05,-0.23,-0.11
1057246369,1.05,-0.23,-0.11
1057248364,1.05,-0.23,-0.11
1057250333,1.05,-0.23,-0.11
1057252333,0.97,-0.21,-0.07
1057254334,0.97,-0.21,-0.07
1057256335,0.97,-0.21,-0.07
1057258333,0.97,-0.21,-0.07
1057260335,0.97,-0.21,-0.07
1057262335,1.03,-0.23,-0.10
1057264336,1.03,-0.23,-0.10
1057266342,1.03,-0.23,-0.10
1057268431,1.03,-0.23,-0.10
1057270336,1.03,-0.23,-0.10
1057272373,1.00,-0.23,-0.11
1057274369,1.00,-0.23,-0.11
1057276370,1.00,-0.23,-0.11
1057278368,1.00,-0.23,-0.11
1057280370,1.00,-0.23,-0.11
1057282370,0.96,-0.23,-0.06
1057284365,0.96,-0.23,-0.06
1057286349,0.96,-0.23,-0.06
1057288336,0.96,-0.23,-0.06
1057290341,0.96,-0.23,-0.06
1057292437,1.01,-0.23,-0.11
1057294345,1.01,-0.23,-0.11
1057296339,1.01,-0.23,-0.11
1057298348,1.01,-0.23,-0.11
1057300341,1.01,-0.23,-0.11
1057302335,0.96,-0.22,-0.03
1057304342,0.96,-0.22,-0.03
1057306339,0.96,-0.22,-0.03
1057308334,0.96,-0.22,-0.03
1057310338,0.96,-0.22,-0.03
1057312373,1.09,-0.24,-0.11
1057314371,1.09,-0.24,-0.11
1057316369,1.09,-0.24,-0.11
1057318466,1.09,-0.24,-0.11
1057320373,1.09,-0.24,-0.11
1057322369,0.97,-0.25,-0.05
1057324400,0.97,-0.25,-0.05
1057326370,0.97,-0.25,-0.05
1057328405,0.97,-0.25,-0.05
1057330343,0.97,-0.25,-0.05
1057332346,1.00,-0.24,-0.09
1057334333,1.00,-0.24,-0.09
1057336335,1.00,-0.24,-0.09
1057338334,1.00,-0.24,-0.09
1057340390,1.00,-0.24,-0.09
1057342452,0.98,-0.24,-0.06
1057344348,0.98,-0.24,-0.06
1057346349,0.98,-0.24,-0.06
1057348335,0.98,-0.24,-0.06
1057350333,0.98,-0.24,-0.06
1057352382,0.95,-0.22,-0.03
1057354369,0.95,-0.22,-0.03
1057356365,0.95,-0.22,-0.03
1057358373,0.95,-0.22,-0.03
1057360372,0.95,-0.22,-0.03
1057362366,1.01,-0.24,-0.09
1057364360,1.01,-0.24,-0.09
1057366334,1.01,-0.24,-0.09
1057368425,1.01,-0.24,-0.09
1057370334,1.01,-0.24,-0.09
1057372337,0.93,-0.25,-0.06
1057374334,0.93,-0.25,-0.06
1057376335,0.93,-0.25,-0.06
1057378334,0.93,-0.25,-0.06
1057380334,0.93,-0.25,-0.06
1057382334,1.02,-0.27,-0.09
1057384339,1.02,-0.27,-0.09
1057386348,1.02,-0.27,-0.09
1057388333,1.02,-0.27,-0.09
1057390334,1.02,-0.27,-0.09
1057392450,0.92,-0.23,-0.07
1057394377,0.92,-0.23,-0.07
1057396367,0.92,-0.23,-0.07
1057398379,0.92,-0.23,-0.07
1057400369,0.92,-0.23,-0.07
1057402374,0.92,-0.23,-0.07
1057404365,0.98,-0.24,-0.07
1057406342,0.98,-0.24,-0.07
1057408336,0.98,-0.24,-0.07
1057410336,0.98,-0.24,-0.07
1057412337,0.98,-0.24,-0.07
